sampleID,index_column,core_name,core_type,sample_depth_start,sample_depth_end,Latitude,Longitude,modernWaterDepth,TEX86,fGDGT_0,fGDGT_1,fGDGT_2,fGDGT_3,fGDGT_cren,fGDGT_cren_prime,BIT,publicationYear,reference_name,remark,reference_link,dataset_DOI,ringIndex,gdgt23ratio,methaneIndex,gdgtZeroOverZeroCren,TEX_RI,deltaRI,QC_flag,match_lat,match_lon,match_depth,SST,thermocline_depth,thermocline_T,thermocline_T_depthIntegral,SSN,thermocline_nitrate,thermocline_nitrate_depthIntegral,region_ID,regionName,pred_tex,tex_residuals
RR01112,JET_RR_01112,AII31_PC17,PC,11.0,13.0,11.908,-48.433,4824.0,0.6050286,0.36765638,0.077615349,0.071129004,0.005456347,0.435834837,0.042308082,0.411376043,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.1488140739999997,13.03601182256187,0.24385586470194143,0.36765638,2.3394458726356273,0.19063179863562763,include,11.875,-48.375,4800.0,27.2618,125.0,19.87039,25.112314,0.0028916842,11.441227,1.8484721,43.0,Tropical Atlantic,0.63986325,-0.03483465263977048
RR01113,JET_RR_01113,AII31_PC2,PC,6.0,8.0,10.583,-44.85,5106.0,0.604601745,0.34673968,0.070651256,0.064464963,0.007285255,0.474576538,0.036282309,0.598347301,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.2648723349999997,8.848689990947468,0.21798580048764357,0.34673968,2.3380603129393895,0.0731879779393898,exclude,10.625,-44.875,5100.0,27.364891,95.0,21.177591,25.669802,0.0042890776,6.827156,0.97503656,43.0,Tropical Atlantic,0.64631176,-0.0417100149487305
RR01114,JET_RR_01114,AII31_PC6,PC,3.0,5.0,9.642,-43.617,4757.0,0.678104889,0.278633277,0.065272184,0.071969594,0.013922778,0.518592026,0.051610141,0.438464704,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.5317883739999996,5.169197842556995,0.20955299320065804,0.278633277,2.5944823538825315,0.06269397988253189,include,9.625,-43.625,4800.0,27.501009,95.0,19.8032,25.331526,0.012999379,7.626162,1.0540872,43.0,Tropical Atlantic,0.6423989,0.03570599516683959
RR01115,JET_RR_01115,AII60_GC13A,GC,4.0,6.0,-31.955,-36.568,2739.0,0.579354067,0.382740211,0.079519638,0.067760771,0.009043109,0.428218052,0.032718219,0.402727513,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.085915591,7.493083518068841,0.2532540119829513,0.382740211,2.2582591364421427,0.1723435454421427,include,-31.875,-36.625,2700.0,20.6929,,,,0.3915781,nan,nan,54.0,Eastern South America Offshore_far,,
RR01116,JET_RR_01116,AII60_GC9A,GC,4.0,6.0,-29.125,-34.598,3273.0,0.596326118,0.365719143,0.075142258,0.070723652,0.008253256,0.448134907,0.032026784,0.279343482,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.1619960940000005,8.569181908328058,0.2429825278488579,0.365719143,2.3114369546497135,0.14944086064971307,include,-29.125,-34.625,3300.0,22.11329,55.0,20.5433,21.565758,0.0024414954,0.00070911786,0.0011800819,54.0,Eastern South America Offshore_far,0.5988404,-0.0025142974777526694
RR01117,JET_RR_01117,AII60_PC10,PC,4.0,6.0,-29.66,-34.667,1840.0,0.55361136,0.351662048,0.092720897,0.076185573,0.005972379,0.440624565,0.032834538,0.32168628,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.1568455920000003,12.756319215508595,0.2697340923210369,0.351662048,2.1812512386978846,0.024405646697884364,include,-29.625,-34.625,1850.0,21.802109,55.0,20.26209,21.253363,0.0030084862,0.0021051425,0.0018144763,54.0,Eastern South America Offshore_far,0.59522694,-0.04161558349288941
RR01118,JET_RR_01118,AII72_PC21,PC,11.0,13.0,34.1,-75.7,2202.0,0.586825344,0.503053485,0.049559444,0.039185134,0.009454494,0.376998588,0.021748855,0.961098727,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,1.7512829660000002,4.144604036979663,0.19760491126494767,0.503053485,2.281432913197585,0.5301499471975846,exclude,34.125,-75.625,2200.0,25.35359,,,,0.13838096,nan,nan,12.0,Eastern North America Offshore,,
RR01119,JET_RR_01119,AII72_PC24,PC,3.0,5.0,33.4,-74.9,3824.0,0.579328304,0.392866987,0.062394303,0.049673134,0.007772614,0.458812355,0.028480607,0.260975523,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.134230261,6.390788735938772,0.19738681381834197,0.392866987,2.2581798681875145,0.12394960718751458,include,33.375,-74.875,3800.0,25.19469,45.0,23.8224,24.719831,0.19932246,0.23455729,0.19979145,12.0,Eastern North America Offshore,0.63532346,-0.055995160870452865
RR01120,JET_RR_01120,AII93_GC48,GC,4.0,6.0,27.455,50.4633,61.0,0.507700047,0.245127243,0.065852449,0.042979408,0.014667895,0.621107867,0.010265138,0.162685274,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.7213069699999997,2.930168780182841,0.16360340316268693,0.245127243,2.0548319650530233,-0.6664750049469763,include,27.375,50.375,60.0,26.48259,,,,0.14479494,nan,nan,52.0,Persian Gulf-Gulf of Oman,,
RR01121,JET_RR_01121,AII93_GC53,GC,3.0,5.0,25.658,53.147,48.0,0.526790387,0.213689376,0.06461785,0.045186013,0.01152626,0.649758347,0.015222155,0.285312619,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.849490664,3.920266678003099,0.15430304404191408,0.213689376,2.1056983333042245,-0.7437923306957757,include,25.625,53.125,50.0,27.68591,20.0,26.1198,27.31297,0.014825027,0.0030700348,0.008349638,52.0,Persian Gulf-Gulf of Oman,0.66531813,-0.13852774444683835
RR01122,JET_RR_01122,AII93_PC57,PC,2.0,5.0,26.443,56.028,72.0,0.556438312,0.203644666,0.059143544,0.042298295,0.016439182,0.663017525,0.015456788,0.035396591,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.906954932,2.5730170150801905,0.148025656346015,0.203644666,2.1894928353638794,-0.7174620966361207,include,26.375,56.125,70.0,27.5991,,,,nan,nan,nan,52.0,Persian Gulf-Gulf of Oman,,
RR01123,JET_RR_01123,AII93 PG45,,7.0,10.0,29.337,49.755,30.0,0.549811389,0.218654154,0.061252437,0.050734853,0.013405209,0.645286347,0.010667,0.221576506,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.826751158,3.784711823590367,0.16048271023891766,0.218654154,2.170256541204043,-0.6564946167959569,include,29.375,49.875,30.0,25.51941,,,,0.52071875,nan,nan,52.0,Persian Gulf-Gulf of Oman,,
RR01124,JET_RR_01124,AII93_PG57,,2.0,5.0,26.443,56.028,72.0,0.591391615,0.172184574,0.054058192,0.042566447,0.016996243,0.695517133,0.018677412,0.082003867,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,3.0469579949999996,2.5044621331902586,0.13725388328623167,0.172184574,2.295778676860463,-0.7511793181395365,include,26.375,56.125,70.0,27.5991,,,,nan,nan,nan,52.0,Persian Gulf-Gulf of Oman,,
RR01125,JET_RR_01125,AII93_PG58,,3.0,5.0,25.978,56.7217,103.0,0.592409903,0.210265006,0.06891959,0.055941181,0.022237465,0.620644551,0.021992207,0.058486945,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.8180613790000004,2.515627613129464,0.18626278070185148,0.210265006,2.298996692022598,-0.5190646869774023,include,25.875,56.625,100.0,27.739191,,,,0.085637346,nan,nan,52.0,Persian Gulf-Gulf of Oman,,
RR01126,JET_RR_01126,BJ803_MC108G,MC,7.0,9.0,-0.933333333,127.6833333,272.0,0.784053497,0.107708034,0.045627114,0.073516136,0.024936793,0.681002996,0.067208926,0.07203471,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,3.260317453,2.9480990598911414,0.161471859718024,0.107708034,3.027215229354324,-0.2331022236456759,include,-0.875,127.625,275.0,28.73809,95.0,23.97619,27.101461,nan,nan,nan,,,0.66287166,0.12118183819796757
RR01127,JET_RR_01127,BJ803_MC121H,MC,6.0,7.0,-0.183333333,128.8166667,1977.0,0.689378464,0.214898412,0.066450535,0.074091661,0.016432282,0.57117394,0.05695317,0.104546374,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.7764391429999997,4.508908805240806,0.1999416131610219,0.214898412,2.6369842359216378,-0.13945490707836194,include,-0.125,128.875,2000.0,29.1204,90.0,25.34071,27.915379,0.005902637,5.3259635,0.9575601,,,0.6722862,0.017092251555694604
RR01128,JET_RR_01128,BJ803_MC127G,MC,3.0,4.0,-5.8,120.3,366.0,0.683154432,0.173955967,0.061221386,0.065053158,0.022548261,0.6328225,0.044398728,0.108352334,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.967857397,2.885063198443552,0.18016328313577928,0.173955967,2.6134150141913253,-0.3544423828086747,include,-5.875,120.375,375.0,28.42009,,,,0.009560437,nan,nan,,,,
RR01129,JET_RR_01129,BJ803_MC142B,MC,3.0,5.0,-8.466666667,117.85,296.0,0.72951837,0.147265964,0.057620375,0.078939649,0.02196249,0.639705246,0.054506278,0.05752685,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,3.0582332389999998,3.5942941351367717,0.1858991279060447,0.147265964,2.7951650682959563,-0.2630681707040434,include,-8.375,117.875,300.0,,,,,nan,nan,nan,,,,
RR01130,JET_RR_01130,BJ803_MC20,MC,4.0,5.0,-6.766666667,116.9666667,419.0,0.6650539,0.203902656,0.06333483,0.065293582,0.019641068,0.607007728,0.040820137,0.050964128,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.844156658,3.3243396947660893,0.18624541449764537,0.203902656,2.546333507485297,-0.2978231505147031,include,-6.875,116.875,425.0,28.97129,,,,0.0056214044,nan,nan,20.0,Indonesian Throughflow,,
RR01131,JET_RR_01131,BJ803_MC22H,MC,7.0,8.0,-5.2,103.65,1189.0,0.697696737,0.185309855,0.059781584,0.072214905,0.019616091,0.61693646,0.046141104,0.064267617,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.915369923,3.681411602342179,0.1860984585570241,0.185309855,2.6688855587538844,-0.24648436424611564,include,-5.125,103.625,1200.0,28.874609,,,,nan,nan,nan,11.0,Eastern Indian Ocean (Offshore Indonesia),,
RR01132,JET_RR_01132,BJ803_MC26,MC,5.0,6.0,-4.433333333,117.7333333,1943.0,0.704726424,0.186861511,0.059603258,0.068837814,0.02194451,0.611280745,0.051472163,0.226355025,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.914124048,3.1369036720345997,0.18494461134166704,0.186861511,2.696203238030308,-0.2179208099696921,include,-4.375,117.625,1950.0,29.30541,,,,0.016302753,nan,nan,20.0,Indonesian Throughflow,,
RR01133,JET_RR_01133,BJ803_MC4A,MC,2.0,3.0,-7.404,115.359,920.0,0.659091399,0.104391944,0.049399699,0.051829666,0.021087855,0.750702064,0.022588771,0.081276669,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,3.3094859359999997,2.457796964176774,0.13657449742342928,0.104391944,2.5247125105927806,-0.7847734254072192,include,-7.375,115.375,900.0,28.91551,90.0,24.297491,27.723766,0.007628298,5.065832,0.7813909,20.0,Indonesian Throughflow,0.6700698,-0.010978414728332497
RR01134,JET_RR_01134,BJ803_MC84B,MC,2.0,5.0,-1.383333333,117.6166667,401.0,0.687421947,0.161814872,0.066977584,0.077635812,0.026129216,0.623910377,0.043532138,0.101891422,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.970406916,2.971226231969608,0.20370513207638916,0.161814872,2.629547559091339,-0.34085935690866087,include,-1.375,117.625,400.0,29.06119,125.0,21.2379,26.582125,0.05103112,0.56246895,0.036045197,20.0,Indonesian Throughflow,0.6568645,0.030557423112365756
RR01135,JET_RR_01135,BJ803_MC90F,MC,8.0,9.0,2.866666667,118.3833333,2326.0,0.686055967,0.20001958,0.061448384,0.06828149,0.021260364,0.604250041,0.04474014,0.133703357,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.8577531800000004,3.211680195127421,0.18874241720658913,0.20001958,2.6243705677329334,-0.23338261226706702,include,2.875,118.375,2300.0,29.40299,150.0,19.92121,26.062025,0.18998562,10.725752,2.959406,,,0.6508485,0.035207459118835494
RR01136,JET_RR_01136,BJ803_MC94A,MC,3.0,4.0,2.333333333,127.8166667,501.0,0.689746852,0.189819888,0.063840271,0.071315369,0.022908566,0.604411785,0.047704121,0.07639386,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.883660331,3.113043784582588,0.19509761306014384,0.189819888,2.638387313841781,-0.24527301715821936,include,2.375,127.875,500.0,28.997,100.0,24.2585,27.622324,0.014137416,6.01615,1.3234226,20.0,Indonesian Throughflow,0.66889644,0.020850415308715786
RR01137,JET_RR_01137,BJ803_MC9H,MC,4.0,5.0,-7.366666667,115.25,648.0,0.679661043,0.182230586,0.06192779,0.066975263,0.021160938,0.624449842,0.043255581,0.048965375,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.930182822,3.1650422585237004,0.1835040396852015,0.182230586,2.6002989196845343,-0.3298839023154656,include,-7.375,115.125,650.0,28.91551,,,,0.007628298,nan,nan,20.0,Indonesian Throughflow,,
RR01138,JET_RR_01138,CH0798_MC1,MC,3.0,5.0,37.619,-74.178,968.0,0.473991316,0.415882032,0.044045218,0.022887042,0.005390041,0.500383194,0.011412473,0.115380393,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.1531720930000002,4.246172153421467,0.12381454596856364,0.415882032,1.9709236752561274,-0.1822484177438728,include,37.625,-74.125,950.0,17.1665,20.0,15.306809,16.501911,0.4805383,0.47161737,0.47413373,12.0,Eastern North America Offshore,0.5402671,-0.06627579387091065
RR01139,JET_RR_01139,CH0798_MC18,MC,3.0,5.0,36.872,-73.573,1025.0,0.452728531,0.43950037,0.041906787,0.020128257,0.004890892,0.48392559,0.009648103,0.107134656,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.071130749,4.115457262192663,0.1194040683299007,0.43950037,1.9218765987643076,-0.14925415023569233,include,36.875,-73.625,1000.0,21.12701,30.0,19.50961,20.53345,0.4542135,0.46119073,0.4526401,12.0,Eastern North America Offshore,0.58689976,-0.13417122638525392
RR01140,JET_RR_01140,CHN100_GC40,GC,4.0,6.0,1.617,59.678,5426.0,0.610070971,0.306408819,0.07107864,0.063714055,0.008674428,0.511305087,0.038818972,0.122592055,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.4250262699999996,7.3450439614001075,0.20684680936442476,0.306408819,2.355904829990851,-0.06912144000914866,include,1.625,59.625,5400.0,28.821709,95.0,22.7108,26.947964,0.016928747,8.201968,1.8327187,56.0,Arabian Sea - far offshore,0.66109616,-0.05102518464346317
RR01141,JET_RR_01141,CHN100_PC29,PC,8.0,10.0,6.923,54.965,5106.0,0.669916262,0.267998803,0.058040487,0.062880327,0.0096746,0.556165551,0.045240232,0.069223276,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.618448073,6.499527318958923,0.1784087437769586,0.267998803,2.5641399679256147,-0.05430810507438544,include,6.875,54.875,5100.0,27.5816,,,,0.4342081,nan,nan,56.0,Arabian Sea - far offshore,,
RR01142,JET_RR_01142,CHN115_PC10,PC,4.0,6.0,9.262,-19.44,4685.0,0.557120235,0.411173819,0.068927352,0.056775584,0.004768201,0.433191724,0.02516332,0.535166349,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.030203299,11.907128915077196,0.22157835573551035,0.411173819,2.1914888337882314,0.16128553478823138,exclude,9.375,-19.375,4700.0,27.36071,,,,0.0064181187,nan,nan,43.0,Tropical Atlantic,,
RR01143,JET_RR_01143,CHN115_PC7,PC,3.0,6.0,9.133,-20.052,3806.0,0.576968207,0.388148168,0.075721142,0.064306576,0.003970787,0.432855494,0.034997834,0.304748471,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.087659967,16.19491954617561,0.23534865343780056,0.388148168,2.250936956080799,0.1632769890807988,include,9.125,-20.125,3800.0,27.42229,,,,0.004535678,nan,nan,43.0,Tropical Atlantic,,
RR01144,JET_RR_01144,CHN115_GC54,GC,6.0,8.0,-23.653,-35.227,4153.0,0.586436668,0.416896251,0.068151058,0.062861881,0.003205338,0.418313854,0.030571619,0.752776635,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,1.999032726,19.61162317359355,0.2301790667612753,0.416896251,2.2802182113488083,0.2811854853488083,exclude,-23.625,-35.125,4200.0,25.1963,,,,0.007839339,nan,nan,54.0,Eastern South America Offshore_far,,
RR01145,JET_RR_01145,CHN115_GC57,GC,8.0,9.0,-23.097,-40.152,2595.0,0.581099332,0.329988621,0.074939004,0.066909691,0.005975041,0.491116931,0.031070713,0.312106741,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.3154340849999997,11.198197803161516,0.22062869439620564,0.329988621,2.263639274080809,-0.05179481091919058,include,-23.125,-40.125,2600.0,25.376009,95.0,22.65449,24.4406,0.028080473,0.80115974,0.1967222,13.0,Eastern South America Offshore,0.63209355,-0.05099421677471927
RR01146,JET_RR_01146,CHN115_GC58,GC,2.0,5.0,-24.28,-41.6317,1922.0,0.563163564,0.335887522,0.073762733,0.057024042,0.009710224,0.495255838,0.028359641,0.390246391,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.311403405,5.872577398832406,0.21155602951944533,0.335887522,2.2093126791130446,-0.10209072588695545,include,-24.375,-41.625,1900.0,24.879091,,,,0.014206079,nan,nan,13.0,Eastern South America Offshore,,
RR01147,JET_RR_01147,CHN115_PC59,PC,7.0,9.0,-29.347,-40.097,4188.0,0.570655023,0.423491491,0.060912432,0.050430325,0.003380982,0.434635574,0.027149196,0.520970338,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.0190551080000003,14.915880948197891,0.198997477416244,0.423491491,2.2317441878034336,0.21268907980343332,exclude,-29.375,-40.125,4200.0,22.1284,60.0,20.609709,21.639221,0.021704333,0.07108837,0.029371176,54.0,Eastern South America Offshore_far,0.5996902,-0.02903517589831539
RR01148,JET_RR_01148,CHN43_GC16,GC,3.0,7.0,-18.067,58.4,3869.0,0.66337831,0.361982359,0.060312338,0.068482841,0.007942436,0.458848147,0.042431879,0.10769606,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.226225432,8.622397586836078,0.21431635461628246,0.361982359,2.5402336981324742,0.3140082661324741,include,-18.125,58.375,3900.0,26.16099,95.0,23.9342,25.417585,0.005602932,0.29790556,0.035937324,19.0,Indian Ocean Gyre,0.64339435,0.019983958994445827
RR01149,JET_RR_01149,CHN75_PC4,PC,6.0,9.0,14.2917,-59.5833,3364.0,0.623519418,0.342434336,0.075568983,0.074949388,0.007636869,0.456840882,0.042569542,0.685533437,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.246020062,9.814151323009469,0.24051626880566565,0.342434336,2.400627910688555,0.15460784868855493,exclude,14.375,-59.625,3400.0,27.84469,,,,0.0366715,nan,nan,43.0,Tropical Atlantic,,
RR01150,JET_RR_01150,CHN75_PC5,PC,6.0,8.0,14.2417,-58.415,3550.0,0.635172962,0.301900171,0.077547787,0.081115967,0.005599814,0.485539413,0.048296848,0.380037636,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.3919242069999997,14.485475231855915,0.23530097154629154,0.301900171,2.4403531955574334,0.048428988557433605,include,14.125,-58.375,3500.0,27.83079,,,,0.062628336,nan,nan,43.0,Tropical Atlantic,,
RR01151,JET_RR_01151,CHN75_PC7,PC,11.0,14.0,14.233,-55.787,5141.0,0.5885346,0.501332376,0.064646902,0.057427199,0.005158961,0.3415538,0.029880761,0.897995802,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,1.680716427,11.13154354142239,0.25514602539174674,0.501332376,2.2867866363185714,0.6060702093185715,exclude,14.125,-55.875,5100.0,27.6063,,,,0.056104884,nan,nan,43.0,Tropical Atlantic,,
RR01152,JET_RR_01152,CHN75_PC9,PC,5.0,8.0,14.3,-52.625,5061.0,0.62302331,0.334276975,0.068169497,0.066019939,0.004874003,0.484890897,0.041768688,0.476188712,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.321469724,13.54532178170592,0.20889083595822877,0.334276975,2.398956760047142,0.07748703604714224,include,14.375,-52.625,5100.0,27.21891,,,,0.0056133587,nan,nan,43.0,Tropical Atlantic,,
RR01153,JET_RR_01153,CHN82_PC11,PC,18.0,20.0,42.3833,-31.792,3209.0,0.530368048,0.409985303,0.071690111,0.048146126,0.007285324,0.437363007,0.025530128,0.240781101,2025.0,this study,New GDGT measurements published in this study,,10.5281/zenodo.14806962,2.041410875,6.608645820007456,0.2154549062283018,0.409985303,2.1155002872865767,0.07408941228657673,include,42.375,-31.875,3200.0,17.805809,,,,0.4260655,nan,nan,26.0,North Atlantic,,
